unix,date,symbol,open,high,low,close,Volume ETH,Volume GBP,tradecount
1660348800000,2022-08-13 00:00:00,ETH/GBP,1615.09,1615.68,1608.28,1608.39,102.521,165324.128052,215
1660262400000,2022-08-12 00:00:00,ETH/GBP,1543.95,1619.61,1524.12,1614.88,17412.8481,27148816.12175,26142
1660176000000,2022-08-11 00:00:00,ETH/GBP,1518.91,1586.98,1517.06,1543.87,27593.4132,42845071.197171,36187
1660089600000,2022-08-10 00:00:00,ETH/GBP,1411.08,1545.4,1374.64,1518.52,10136.9766,14758927.662504,18837
1660003200000,2022-08-09 00:00:00,ETH/GBP,1471.32,1483.25,1380.01,1410.98,8525.0452,12180756.161898,16366
1659916800000,2022-08-08 00:00:00,ETH/GBP,1410.82,1500,1405.57,1471.8,8762.9298,12784857.300419,17008
1659830400000,2022-08-07 00:00:00,ETH/GBP,1401.55,1433.43,1383.73,1410.71,6191.7554,8700139.440206,11448
1659744000000,2022-08-06 00:00:00,ETH/GBP,1438.19,1448.51,1398.16,1401.46,6275.553,8938777.793692,11430
1659657600000,2022-08-05 00:00:00,ETH/GBP,1324.59,1441.91,1322.74,1438.11,10811.9187,14990652.227325,19923
1659571200000,2022-08-04 00:00:00,ETH/GBP,1333.67,1368.73,1302.54,1323.06,9668.3739,12913320.945883,17988
1659484800000,2022-08-03 00:00:00,ETH/GBP,1343.59,1383.27,1310.95,1333.94,10561.0271,14244414.157262,22370
1659398400000,2022-08-02 00:00:00,ETH/GBP,1331.42,1374.73,1276.97,1343.47,13013.6667,17185333.268321,27067
1659312000000,2022-08-01 00:00:00,ETH/GBP,1380.18,1399,1312.37,1331.39,10539.4249,14324898.624192,21699
1659225600000,2022-07-31 00:00:00,ETH/GBP,1394.88,1440,1370.98,1381.6,8809.901,12350874.509895,19171
1659139200000,2022-07-30 00:00:00,ETH/GBP,1414.56,1465,1376.77,1395.13,9573.801,13457877.684409,20577
1659052800000,2022-07-29 00:00:00,ETH/GBP,1418.13,1450,1367.96,1414.37,12460.2528,17561506.726007,26622
1658966400000,2022-07-28 00:00:00,ETH/GBP,1346.01,1464.05,1317.24,1417.71,14710.4044,20229570.070576,30747
1658880000000,2022-07-27 00:00:00,ETH/GBP,1204.29,1352,1180.37,1345.9,13140.6059,16407583.789819,28670
1658793600000,2022-07-26 00:00:00,ETH/GBP,1196.24,1207.82,1129.38,1204.16,13210.4497,15411668.425324,26014
1658707200000,2022-07-25 00:00:00,ETH/GBP,1334.03,1344.25,1192.67,1195.91,14835.7941,18758149.529228,28541
1658620800000,2022-07-24 00:00:00,ETH/GBP,1292.53,1387.06,1290,1334.48,11665.0709,15537851.308501,24491
1658534400000,2022-07-23 00:00:00,ETH/GBP,1280.11,1330.57,1242.64,1292.37,10122.9226,13006542.233176,20829
1658448000000,2022-07-22 00:00:00,ETH/GBP,1313.23,1375.83,1266.21,1280.09,14516.4695,19239402.705535,30212
1658361600000,2022-07-21 00:00:00,ETH/GBP,1271.38,1339.29,1220.21,1313.22,16076.1314,20451922.362567,33772
1658275200000,2022-07-20 00:00:00,ETH/GBP,1286.92,1350,1242,1271.61,16721.878,21797072.623479,36033
1658188800000,2022-07-19 00:00:00,ETH/GBP,1323.68,1364.08,1252,1287,18353.2704,23677138.201648,39084
1658102400000,2022-07-18 00:00:00,ETH/GBP,1126.29,1336,1124.7,1323.64,16708.7375,20478482.297818,37673
1658016000000,2022-07-17 00:00:00,ETH/GBP,1142.9,1168,1111.8,1124.89,15358.4087,17522243.744761,25661
1657929600000,2022-07-16 00:00:00,ETH/GBP,1036.67,1200,1004.69,1143.03,14121.367,15138142.467903,27005
1657843200000,2022-07-15 00:00:00,ETH/GBP,1007.49,1083.65,998.2,1037.01,15888.0273,16379144.69496,30434
1657756800000,2022-07-14 00:00:00,ETH/GBP,939.55,1024.83,905,1007.12,16776.4724,15988607.012339,25476
1657670400000,2022-07-13 00:00:00,ETH/GBP,873.87,942.32,850.97,939.77,17845.9407,15935775.707545,30191
1657584000000,2022-07-12 00:00:00,ETH/GBP,921.11,921.94,870.03,873.86,14825.7556,13328422.148182,23497
1657497600000,2022-07-11 00:00:00,ETH/GBP,971.22,974.63,917.06,921.2,27049.0791,25905601.906365,29247
1657411200000,2022-07-10 00:00:00,ETH/GBP,1011.4,1013.22,960,970.9,31027.9678,30260561.68131,29308
1657324800000,2022-07-09 00:00:00,ETH/GBP,1009.38,1025,1001.32,1011.88,980.492,993417.494232,3946
1657238400000,2022-07-08 00:00:00,ETH/GBP,1029.11,1058.26,995.02,1009.57,3541.8719,3637458.169116,9757
1657152000000,2022-07-07 00:00:00,ETH/GBP,994.62,1042.66,973.1,1028.45,3348.0745,3377205.012787,9146
1657065600000,2022-07-06 00:00:00,ETH/GBP,947.48,1008.78,929.48,994.1,3538.5191,3392769.869765,10713
1656979200000,2022-07-05 00:00:00,ETH/GBP,948.4,978.5,904.96,947.37,3831.4495,3607232.338899,11816
1656892800000,2022-07-04 00:00:00,ETH/GBP,886.49,955.81,863.35,948.24,4040.2121,3653285.183451,11721
1656806400000,2022-07-03 00:00:00,ETH/GBP,880.8,896.75,858.46,886.8,2025.9828,1776848.142265,6786
1656720000000,2022-07-02 00:00:00,ETH/GBP,874.8,890.33,848.24,880.21,2477.4902,2154823.726785,8091
1656633600000,2022-07-01 00:00:00,ETH/GBP,880.35,915.81,856.21,874.35,4745.3566,4191174.035807,16436
1656547200000,2022-06-30 00:00:00,ETH/GBP,905.66,911.68,820.9,879.02,5685.7101,4863075.156281,18628
1656460800000,2022-06-29 00:00:00,ETH/GBP,937.81,946.53,896.39,906.47,4008.3512,3682209.074758,13622
1656374400000,2022-06-28 00:00:00,ETH/GBP,971.74,1012.09,931.83,937.86,4172.1018,4069248.493243,13377
1656288000000,2022-06-27 00:00:00,ETH/GBP,975.08,1007.47,956.91,970.78,4344.5844,4271785.375439,13093
1656201600000,2022-06-26 00:00:00,ETH/GBP,1011.53,1043.17,972.8,975.24,3297.0436,3320721.274012,9636
1656115200000,2022-06-25 00:00:00,ETH/GBP,999.06,1025.49,958,1011.53,3271.002,3244453.994083,10346
1656028800000,2022-06-24 00:00:00,ETH/GBP,932.63,1013.74,922.56,997.76,6121.6208,5922806.811465,15272
1655942400000,2022-06-23 00:00:00,ETH/GBP,856.25,940.12,853.04,932.21,6109.4439,5512679.270555,14284
1655856000000,2022-06-22 00:00:00,ETH/GBP,917.23,918.05,850.52,856.52,6272.5934,5569778.64447,16194
1655769600000,2022-06-21 00:00:00,ETH/GBP,919.6,971.85,903.88,916.83,5592.994,5228916.407068,16529
1655683200000,2022-06-20 00:00:00,ETH/GBP,921.95,953.4,861.77,919.76,6923.8161,6296358.562572,21492
1655596800000,2022-06-19 00:00:00,ETH/GBP,812.43,945.27,764.5,921.76,12059.0298,10238139.354323,31012
1655510400000,2022-06-18 00:00:00,ETH/GBP,888.47,897.34,720.8,812.36,13444.11093,10779744.7502332,35582
1655424000000,2022-06-17 00:00:00,ETH/GBP,863.56,907.37,851.25,888.84,8315.793,7362260.424443,21285
1655337600000,2022-06-16 00:00:00,ETH/GBP,1015.28,1030.74,849.98,863.46,12322.1364,11292865.245042,21879
1655251200000,2022-06-15 00:00:00,ETH/GBP,1005.17,1023.66,839.81,1015.84,21970.25736,20305064.3198913,37987
1655164800000,2022-06-14 00:00:00,ETH/GBP,993.98,1053,885.38,1005.18,20537.40364,20195116.1100476,33397
1655078400000,2022-06-13 00:00:00,ETH/GBP,1166.1,1182.38,959.37,995.27,31111.93924,32013907.1944643,46067
1654992000000,2022-06-12 00:00:00,ETH/GBP,1244.68,1254.01,1157.02,1167.58,8262.00809,9894222.4115324,13628
1654905600000,2022-06-11 00:00:00,ETH/GBP,1350.36,1365.03,1219,1243.92,4872.0386,6202302.7766903,10323
1654819200000,2022-06-10 00:00:00,ETH/GBP,1430.33,1442.4,1344.51,1349.58,5756.0897,8056362.394394,10900
1654732800000,2022-06-09 00:00:00,ETH/GBP,1429.01,1464,1417.21,1431.77,4156.4125,5975224.318357,7727
1654646400000,2022-06-08 00:00:00,ETH/GBP,1439.49,1465.96,1404.23,1429.06,4242.3386,6097264.191603,7857
1654560000000,2022-06-07 00:00:00,ETH/GBP,1481.9,1487.32,1380.62,1438.99,7109.2969,10079179.567987,12916
1654473600000,2022-06-06 00:00:00,ETH/GBP,1444.99,1528.23,1444.34,1484.69,4023.6032,6035691.155503,9266
1654387200000,2022-06-05 00:00:00,ETH/GBP,1444.04,1462.86,1419.16,1444.81,1260.1451,1818525.916246,3868
1654300800000,2022-06-04 00:00:00,ETH/GBP,1420.67,1452.39,1399.7,1443.42,1155.1136,1640809.934053,3500
1654214400000,2022-06-03 00:00:00,ETH/GBP,1459.11,1465.52,1387.24,1419.76,3371.6359,4766821.709354,7522
1654128000000,2022-06-02 00:00:00,ETH/GBP,1454.42,1471.92,1421.07,1457.9,4567.5412,6619280.339423,9551
1654041600000,2022-06-01 00:00:00,ETH/GBP,1539.79,1570.2,1411.59,1455.79,5435.708,8175062.908325,11134
1653955200000,2022-05-31 00:00:00,ETH/GBP,1580.89,1593.88,1525.01,1539.66,5187.752,8100725.424246,11302
1653868800000,2022-05-30 00:00:00,ETH/GBP,1436.74,1590.64,1428.41,1580.7,6383.2688,9650910.416409,12612
1653782400000,2022-05-29 00:00:00,ETH/GBP,1419.01,1446.46,1396.86,1435.85,2969.5263,4236811.735141,5621
1653696000000,2022-05-28 00:00:00,ETH/GBP,1367.46,1430.3,1362.8,1420.55,3418.6868,4779970.100412,7270
1653609600000,2022-05-27 00:00:00,ETH/GBP,1420.49,1442.73,1350,1365.25,9927.7043,13875485.747737,16703
1653523200000,2022-05-26 00:00:00,ETH/GBP,1542.15,1558.97,1384.18,1419.35,7211.1482,10583536.400686,14470
1653436800000,2022-05-25 00:00:00,ETH/GBP,1577.41,1611.6,1541.12,1542.87,4524.106,7104716.015983,8062
1653350400000,2022-05-24 00:00:00,ETH/GBP,1570.36,1586.53,1529.04,1577.17,4255.3721,6657297.85811,8488
1653264000000,2022-05-23 00:00:00,ETH/GBP,1632.39,1660.67,1530,1570.13,5559.7713,9007574.420118,12752
1653177600000,2022-05-22 00:00:00,ETH/GBP,1580.53,1642.14,1573.06,1632.35,2877.2828,4628630.434692,8004
1653091200000,2022-05-21 00:00:00,ETH/GBP,1567.87,1591.85,1551.33,1580.52,1977.9531,3119002.823462,5451
1653004800000,2022-05-20 00:00:00,ETH/GBP,1618.61,1654.62,1541.39,1567.51,5000.6296,8018436.671156,11068
1652918400000,2022-05-19 00:00:00,ETH/GBP,1549.56,1629.04,1540,1620.21,5367.7627,8485336.443271,7992
1652832000000,2022-05-18 00:00:00,ETH/GBP,1672.73,1688.08,1545,1549.1,3759.7473,6047359.816442,6223
1652745600000,2022-05-17 00:00:00,ETH/GBP,1641.79,1700,1611.37,1672.62,3415.4134,5676654.581781,6067
1652659200000,2022-05-16 00:00:00,ETH/GBP,1748.47,1752.51,1612.46,1640.23,5520.9422,9160834.150366,8448
1652572800000,2022-05-15 00:00:00,ETH/GBP,1676.9,1765.99,1630.35,1748.52,2551.1994,4339781.402273,4864
1652486400000,2022-05-14 00:00:00,ETH/GBP,1637.07,1750,1591.71,1677.75,2318.8256,3803603.700292,5200
1652400000000,2022-05-13 00:00:00,ETH/GBP,1598.97,1759.76,1584.31,1635.64,8181.7881,13936305.989096,16683
1652313600000,2022-05-12 00:00:00,ETH/GBP,1683.74,1771.54,1300.01,1595.97,19670.7616,30378932.9192252,50266
1652227200000,2022-05-11 00:00:00,ETH/GBP,1904.14,1984.58,1620.8,1683.15,13939.86,25577493.602883,35848
1652140800000,2022-05-10 00:00:00,ETH/GBP,1806.91,1994.53,1786.43,1906.34,6462.6283,12335557.619295,14642
1652054400000,2022-05-09 00:00:00,ETH/GBP,2047.53,2056.74,1803.72,1808.61,8489.4069,16305261.345171,21466
1651968000000,2022-05-08 00:00:00,ETH/GBP,2137.97,2143.18,2016.68,2045.89,3915.8983,8102021.314278,11121
1651881600000,2022-05-07 00:00:00,ETH/GBP,2184.8,2195,2100.13,2137.86,2622.7984,5681272.03747,8351
1651795200000,2022-05-06 00:00:00,ETH/GBP,2224.51,2235.03,2138.21,2185.24,5067.8588,11112559.758032,12670
1651708800000,2022-05-05 00:00:00,ETH/GBP,2332.52,2370.69,2181.65,2225.21,4826.0443,10967293.852643,11823
1651622400000,2022-05-04 00:00:00,ETH/GBP,2226.07,2357.48,2220,2331.77,4229.6321,9666853.298504,11041
1651536000000,2022-05-03 00:00:00,ETH/GBP,2287,2289.56,2206.05,2226.14,3087.9097,6959903.824085,8101
1651449600000,2022-05-02 00:00:00,ETH/GBP,2247.52,2306.9,2216.75,2287.13,3098.481,6998977.197392,8903
1651363200000,2022-05-01 00:00:00,ETH/GBP,2173.32,2264.63,2165.17,2246.9,2870.3379,6360902.879834,8517
1651276800000,2022-04-30 00:00:00,ETH/GBP,2244.2,2263.34,2164.96,2174.18,2369.7362,5290730.067945,8487
1651190400000,2022-04-29 00:00:00,ETH/GBP,2357.29,2363.9,2210.44,2243.8,4552.3777,10404241.784664,12024
1651104000000,2022-04-28 00:00:00,ETH/GBP,2300.33,2392.9,2290.56,2357.42,4137.5402,9653207.513213,11309
1651017600000,2022-04-27 00:00:00,ETH/GBP,2236.37,2322.57,2226.48,2304.04,4805.9248,10975234.207077,11676
1650931200000,2022-04-26 00:00:00,ETH/GBP,2363.15,2384.07,2204.15,2236.77,4846.8803,11187876.326274,11995
1650844800000,2022-04-25 00:00:00,ETH/GBP,2281.86,2376.8,2197.05,2362.92,5790.677,13095312.874102,13521
1650758400000,2022-04-24 00:00:00,ETH/GBP,2288.91,2313.04,2271.87,2279.75,1878.1002,4307513.453924,6236
1650672000000,2022-04-23 00:00:00,ETH/GBP,2310.49,2323.34,2270,2288.91,1615.6612,3725736.229671,5514
1650585600000,2022-04-22 00:00:00,ETH/GBP,2294.8,2348.79,2283.46,2310.13,4500.8239,10430228.904628,9724
1650499200000,2022-04-21 00:00:00,ETH/GBP,2358.17,2437.86,2263.99,2294.82,5015.8219,11890003.234768,11052
1650412800000,2022-04-20 00:00:00,ETH/GBP,2388.9,2432.18,2330,2358.19,6859.6971,16328732.475981,13796
1650326400000,2022-04-19 00:00:00,ETH/GBP,2356.87,2412.33,2334.82,2389.18,6193.0715,14663988.867285,13060
1650240000000,2022-04-18 00:00:00,ETH/GBP,2298.04,2368.1,2220.91,2356.79,7228.5025,16373350.646443,15052
1650153600000,2022-04-17 00:00:00,ETH/GBP,2347.55,2369.99,2295.31,2299.65,2536.0564,5938539.989616,6665
1650067200000,2022-04-16 00:00:00,ETH/GBP,2338.88,2365.11,2311.35,2346.56,1803.7741,4208943.297322,5611
1649980800000,2022-04-15 00:00:00,ETH/GBP,2316.45,2348.8,2299.02,2338.85,2210.1794,5131002.232383,6841
1649894400000,2022-04-14 00:00:00,ETH/GBP,2383.38,2400,2278.22,2317.01,3418.4497,8005012.57073,8787
1649808000000,2022-04-13 00:00:00,ETH/GBP,2334.29,2394.42,2310.04,2382.95,4153.9592,9778825.350906,9995
1649721600000,2022-04-12 00:00:00,ETH/GBP,2294.34,2369.58,2270.32,2331.66,4417.1499,10266394.03951,11001
1649635200000,2022-04-11 00:00:00,ETH/GBP,2468.41,2474.19,2267.11,2289.32,3833.4417,9050496.671409,12076
1649548800000,2022-04-10 00:00:00,ETH/GBP,2507.48,2549.61,2459.11,2468.83,1329.4158,3332721.65887,5906
1649462400000,2022-04-09 00:00:00,ETH/GBP,2453.17,2513.01,2445.1,2504.73,1365.8098,3380429.117936,6621
1649376000000,2022-04-08 00:00:00,ETH/GBP,2472.84,2543.18,2439.45,2453.11,4015.0358,10041153.8887,10583
1649289600000,2022-04-07 00:00:00,ETH/GBP,2425.31,2500.45,2406.98,2472.8,4849.0407,11933459.031571,12964
1649203200000,2022-04-06 00:00:00,ETH/GBP,2608.5,2608.73,2422,2426.8,5228.7429,13104570.215388,14738
1649116800000,2022-04-05 00:00:00,ETH/GBP,2685.54,2706.85,2601.6,2607.85,3320.0801,8817766.39456,9361
1649030400000,2022-04-04 00:00:00,ETH/GBP,2690.1,2707.4,2605.41,2687.46,3517.7686,9336314.636634,8853
1648944000000,2022-04-03 00:00:00,ETH/GBP,2633.59,2734.06,2606.92,2689.46,2413.6048,6444489.498518,6828
1648857600000,2022-04-02 00:00:00,ETH/GBP,2638.2,2698.4,2622,2629.75,2888.1796,7673900.094231,7674
1648771200000,2022-04-01 00:00:00,ETH/GBP,2497.53,2657,2447.07,2638.48,5861.9172,14822720.997012,11486
1648684800000,2022-03-31 00:00:00,ETH/GBP,2577.02,2623.7,2483.19,2497.55,4048.6068,10377349.555503,8969
1648598400000,2022-03-30 00:00:00,ETH/GBP,2595.37,2622.86,2543.71,2578.42,2838.727,7327981.270758,7198
1648512000000,2022-03-29 00:00:00,ETH/GBP,2547.14,2652.25,2546.54,2597.5,5157.0066,13470594.403907,10128
1648425600000,2022-03-28 00:00:00,ETH/GBP,2500.05,2624.99,2488.21,2546.02,4154.9451,10611286.060219,8813
1648339200000,2022-03-27 00:00:00,ETH/GBP,2387.38,2503.48,2375.82,2502.31,2304.1344,5586620.68969,5399
1648252800000,2022-03-26 00:00:00,ETH/GBP,2356.35,2393.53,2345,2388.59,1718.8542,4075642.775284,3746
1648166400000,2022-03-25 00:00:00,ETH/GBP,2360.15,2421.77,2337.13,2355.29,4526.2927,10777439.859153,7934
1648080000000,2022-03-24 00:00:00,ETH/GBP,2300.81,2373.39,2278.57,2358.69,3575.2792,8309756.146982,7342
1647993600000,2022-03-23 00:00:00,ETH/GBP,2241.48,2305.73,2201.66,2299.72,3776.5874,8476909.911218,7404
1647907200000,2022-03-22 00:00:00,ETH/GBP,2194.91,2322.57,2194.47,2241.59,5203.3892,11835903.911124,8630
1647820800000,2022-03-21 00:00:00,ETH/GBP,2179.76,2245,2154.96,2200.38,3597.334,7921134.217899,6825
1647734400000,2022-03-20 00:00:00,ETH/GBP,2243.59,2253.18,2143.55,2181.88,2832.0216,6235051.039519,5159
1647648000000,2022-03-19 00:00:00,ETH/GBP,2232.1,2270.3,2199,2244.03,3608.2617,8088478.882971,5412
1647561600000,2022-03-18 00:00:00,ETH/GBP,2140.19,2264.77,2104.55,2232.25,3931.9267,8531680.153018,6641
1647475200000,2022-03-17 00:00:00,ETH/GBP,2111,2163.71,2088.11,2140.57,2833.6762,6024806.054186,5599
1647388800000,2022-03-16 00:00:00,ETH/GBP,2011.51,2123.89,1997.79,2111.28,6282.469,12901533.308156,10540
1647302400000,2022-03-15 00:00:00,ETH/GBP,1994.92,2049.63,1926.39,2011.4,6030.8001,11931005.536592,10099
1647216000000,2022-03-14 00:00:00,ETH/GBP,1933.57,2003,1922.81,1993.65,3952.7208,7781567.43336,7235
1647129600000,2022-03-13 00:00:00,ETH/GBP,1973.29,2000,1915.01,1932.57,1739.442,3424171.474472,4309
1647043200000,2022-03-12 00:00:00,ETH/GBP,1962.9,2006.89,1961.07,1975.87,1277.6354,2536633.377301,3582
1646956800000,2022-03-11 00:00:00,ETH/GBP,1990.01,2041.87,1930,1963.6,4497.5828,8905739.064303,7138
1646870400000,2022-03-10 00:00:00,ETH/GBP,2067.85,2070.66,1939.03,1992.49,4960.5418,9864473.470437,6662
1646784000000,2022-03-09 00:00:00,ETH/GBP,1972.04,2111.07,1961.23,2067.57,3972.9532,8206567.881978,5914
1646697600000,2022-03-08 00:00:00,ETH/GBP,1901.26,1999.91,1894.2,1965.69,4404.4212,8614828.379258,6232
1646611200000,2022-03-07 00:00:00,ETH/GBP,1930.59,2010,1867.28,1901.2,5612.558,10885232.756807,7322
1646524800000,2022-03-06 00:00:00,ETH/GBP,2016.76,2024.88,1920,1930.77,2255.8159,4474231.145202,3770
1646438400000,2022-03-05 00:00:00,ETH/GBP,1981.25,2030.05,1960.47,2017.65,1890.7432,3772146.650355,2801
1646352000000,2022-03-04 00:00:00,ETH/GBP,2121.42,2123.89,1946,1983.11,3669.1749,7457341.396876,6035
1646265600000,2022-03-03 00:00:00,ETH/GBP,2198.74,2218.29,2088.57,2123.88,3530.1118,7565169.46036,5637
1646179200000,2022-03-02 00:00:00,ETH/GBP,2231.81,2282.75,2180.76,2199.16,4487.615,10015659.011531,6938
1646092800000,2022-03-01 00:00:00,ETH/GBP,2173.34,2265,2127.29,2230.78,4492.637,9892916.230724,7118
1646006400000,2022-02-28 00:00:00,ETH/GBP,1950.41,2195.69,1918.59,2174.37,4052.914,8306364.59297,7068
1645920000000,2022-02-27 00:00:00,ETH/GBP,2069.99,2110.34,1916.35,1955.28,2882.7666,5803611.962281,4994
1645833600000,2022-02-26 00:00:00,ETH/GBP,2063.46,2145.96,2034,2068.19,1982.4178,4127511.738803,3756
1645747200000,2022-02-25 00:00:00,ETH/GBP,1939.72,2110.68,1922.54,2059.97,3512.3227,7056061.855839,6540
1645660800000,2022-02-24 00:00:00,ETH/GBP,1900.43,2041.37,1702.87,1936.78,6103.6709,11243751.670709,12302
1645574400000,2022-02-23 00:00:00,ETH/GBP,1943.04,2026,1899.13,1899.79,2925.6362,5748843.088255,5390
1645488000000,2022-02-22 00:00:00,ETH/GBP,1891.75,1968.02,1839.9,1941.95,3973.4481,7567014.83235,6619
1645401600000,2022-02-21 00:00:00,ETH/GBP,1932.33,2026.18,1884.14,1892.71,4989.4663,9769346.981887,8035
1645315200000,2022-02-20 00:00:00,ETH/GBP,2035.53,2037.12,1897.02,1930.59,2000.6677,3904222.765057,4062
1645228800000,2022-02-19 00:00:00,ETH/GBP,2047.52,2085.06,1986.66,2035.85,2012.08,4109837.676992,3290
1645142400000,2022-02-18 00:00:00,ETH/GBP,2130.83,2161.96,2027.67,2047.58,3687.2764,7687555.022385,5535
1645056000000,2022-02-17 00:00:00,ETH/GBP,2304.33,2326.24,2097.57,2129.37,3866.9986,8596282.716884,6306
1644969600000,2022-02-16 00:00:00,ETH/GBP,2349.14,2350.71,2242.95,2301.16,2574.5851,5930328.660221,4615
1644883200000,2022-02-15 00:00:00,ETH/GBP,2167.89,2361.26,2154.33,2351.5,2943.8486,6686898.091042,5198
